R_FID,center_x,center_y,s_length,humidity
4320,104.1891,30.427903,1000,91.37
4321,104.1891,30.481802,1000,87.85
4322,104.1891,30.490785,1000,86.73
4323,104.1891,30.535701,1000,82.91
4324,104.199508,30.490785,1000,86.74
4325,104.199508,30.733331,1000,90.89
4326,104.199508,30.78723,1000,88.56
4327,104.199508,30.859096,1000,92.21
4328,104.199508,30.921979,1000,95.34
4329,104.209916,30.499768,1000,85.76
4330,104.209916,30.517734,1000,83.41
4331,104.209916,30.544684,1000,82.1
4332,104.209916,30.56265,1000,83.38
4333,104.209916,30.607566,1000,86.74
4334,104.209916,30.697398,1000,88.11
4335,104.209916,30.724348,1000,89.52
4336,104.209916,30.886046,1000,92.67
4337,104.220324,30.526717,1000,83.45
4338,104.220324,30.598583,1000,86.81
4339,104.220324,30.643499,1000,88.74
4340,104.220324,30.652482,1000,89.1
4341,104.220324,30.661465,1000,88.89
4342,104.220324,30.679432,1000,88.27
4343,104.220324,30.697398,1000,87.9
4344,104.220324,30.733331,1000,89.48
4345,104.220324,30.769264,1000,89.39
4346,104.220324,30.796213,1000,88.47
4347,104.220324,30.895029,1000,92.09
4348,104.220324,30.948929,1000,93.62
4349,104.230731,30.445869,1000,89.23
4350,104.230731,30.508751,1000,85.72
4351,104.230731,30.535701,1000,84.15
4352,104.230731,30.5896,1000,85.94
4353,104.230731,30.751297,1000,89.32
4354,104.230731,30.912995,1000,92.4
4355,104.24114,30.356037,1000,93.4
4356,104.24114,30.365021,1000,92.73
4357,104.24114,30.490785,1000,87.8
4358,104.24114,30.715364,1000,87.01
4359,104.24114,30.742314,1000,88.28
4360,104.24114,30.823163,1000,86.94
4361,104.355629,30.338071,1000,88.16
4362,104.355629,30.39197,1000,85.24
4363,104.355629,30.580616,1000,91.91
4364,104.355629,30.5896,1000,91.85
4365,104.355629,30.625532,1000,92.31
4366,104.355629,30.76028,1000,89.37
4367,104.355629,30.78723,1000,94.83
4368,104.313996,30.769264,1000,90.66
4369,104.313996,30.939945,1000,90.06
4370,104.324403,30.400953,1000,85.74
4371,104.324403,30.652482,1000,94.75
4372,104.324403,30.670448,1000,95.1
4373,104.324403,30.688415,1000,92.99
4374,104.324403,30.706381,1000,89.51
4375,104.324403,30.78723,1000,93.38
4376,104.324403,30.81418,1000,93.85
4377,104.324403,30.877062,1000,89.46
4378,104.324403,30.886046,1000,89.46
4379,104.334812,30.706381,1000,90.06
4380,104.334812,30.733331,1000,88.06
4381,104.334812,30.742314,1000,87.73
4382,104.334812,30.886046,1000,90.36
4383,104.345221,30.338071,1000,88.32
4384,104.345221,30.374004,1000,85.68
4385,104.345221,30.427903,1000,88.46
4386,104.345221,30.679432,1000,93.85
4387,104.345221,30.688415,1000,93.12
4388,104.345221,30.805196,1000,96.08
4389,104.345221,30.877062,1000,91.26
4390,104.345221,30.895029,1000,91.59
4391,103.835227,30.598583,1000,96.32
4392,103.835227,30.751297,1000,90.24
4393,103.845634,30.347054,1000,81.66
4394,103.845634,30.374004,1000,83.25
4395,103.845634,30.427903,1000,87.67
4396,103.845634,30.481802,1000,92.76
4397,103.845634,30.490785,1000,93.43
4398,103.845634,30.661465,1000,90.08
4399,103.845634,30.751297,1000,90.04
4400,103.845634,30.78723,1000,93.43
4401,103.845634,30.930962,1000,96.34
4402,103.856043,30.347054,1000,82.3
4403,103.856043,30.400953,1000,84.54
4404,103.856043,30.41892,1000,86.47
4405,103.856043,30.661465,1000,89.46
4406,103.856043,30.796213,1000,93.1
4407,103.856043,30.805196,1000,94.42
4408,103.856043,30.886046,1000,97.36
4409,103.856043,30.957912,1000,94.48
4410,103.866451,30.356037,1000,83.07
4411,103.866451,30.382987,1000,83.95
4412,103.866451,30.39197,1000,84.18
4413,103.866451,30.427903,1000,87.32
4414,103.866451,30.634515,1000,91.17
4415,103.866451,30.652482,1000,89.16
4416,103.866451,30.715364,1000,87.14
4417,103.866451,30.805196,1000,93.47
4418,103.866451,30.81418,1000,94.35
4419,103.876859,30.436886,1000,88.42
4420,103.876859,30.472818,1000,92.04
4421,103.876859,30.499768,1000,92.46
4422,104.043387,30.616549,1000,83.06
4423,104.043387,30.697398,1000,83.65
4424,104.043387,30.76028,1000,88.56
4425,104.043387,30.823163,1000,95.71
4426,104.043387,30.850113,1000,97.28
4427,104.043387,30.939945,1000,90.83
4428,104.053796,30.454852,1000,81.6
4429,104.053796,30.571633,1000,83.76
4430,104.053796,30.661465,1000,83.34
4431,104.053796,30.841129,1000,97.02
4432,104.053796,30.930962,1000,92.08
4433,104.053796,30.939945,1000,91.77
4434,104.064203,30.347054,1000,85.91
4435,104.064203,30.454852,1000,82.44
4436,104.064203,30.526717,1000,81.43
4437,104.064203,30.56265,1000,83.98
4438,104.064203,30.921979,1000,93.65
4439,104.074612,30.652482,1000,82.48
4440,104.074612,30.778247,1000,89.76
4441,104.074612,30.868079,1000,97.36
4442,104.08502,30.374004,1000,86.48
4443,104.08502,30.427903,1000,86.61
4444,104.08502,30.499768,1000,81.17
4445,104.08502,30.78723,1000,91.21
4446,104.08502,30.877062,1000,97.26
4447,104.095428,30.427903,1000,87.9
4448,104.095428,30.535701,1000,82.11
4449,104.095428,30.598583,1000,83.64
4450,104.095428,30.643499,1000,80.79
4451,104.095428,30.652482,1000,80.41
4452,104.095428,30.778247,1000,90.06
4453,104.095428,30.939945,1000,94.86
4454,104.105836,30.679432,1000,82.6
4455,104.105836,30.688415,1000,84.89
4456,104.116244,30.365021,1000,89.98
4457,104.116244,30.39197,1000,89.53
4458,104.116244,30.490785,1000,84.23
4459,104.116244,30.517734,1000,82.74
4460,104.116244,30.724348,1000,88.3
4461,104.116244,30.733331,1000,88.14
4462,104.116244,30.778247,1000,90.32
4463,104.178692,30.544684,1000,82.92
4464,104.178692,30.598583,1000,85.86
4465,104.178692,30.661465,1000,84.99
4466,104.178692,30.769264,1000,89.56
4467,104.178692,30.904012,1000,95.05
4468,104.1891,30.553667,1000,83.22
4469,104.1891,30.56265,1000,84
4470,104.1891,30.733331,1000,90.93
4471,104.1891,30.751297,1000,90.47
4472,104.1891,30.912995,1000,95.31
4473,104.199508,30.382987,1000,93.96
4474,104.199508,30.472818,1000,88.79
4475,104.199508,30.544684,1000,81.99
4476,104.199508,30.76028,1000,89.92
4477,104.199508,30.886046,1000,93.68
4478,104.199508,30.895029,1000,94.35
4479,104.209916,30.39197,1000,92.81
4480,104.209916,30.490785,1000,86.9
4481,104.209916,30.508751,1000,84.49
4482,104.209916,30.76028,1000,89.89
4483,104.209916,30.778247,1000,89.04
4484,104.209916,30.859096,1000,90.99
4485,104.220324,30.347054,1000,94.58
4486,104.220324,30.356037,1000,94.58
4487,104.220324,30.409936,1000,90.85
4488,104.220324,30.41892,1000,90.35
4489,104.220324,30.580616,1000,84.93
4490,104.220324,30.850113,1000,89.06
4491,104.220324,30.912995,1000,93.61
4492,104.230731,30.409936,1000,90.05
4493,104.230731,30.56265,1000,83.31
4494,104.230731,30.580616,1000,84.78
4495,104.230731,30.706381,1000,87.56
4496,104.230731,30.832146,1000,87.04
4497,104.230731,30.904012,1000,91.47
4498,104.230731,30.921979,1000,92.8
4499,104.24114,30.472818,1000,88.66
4500,104.24114,30.535701,1000,84.89
4501,104.24114,30.544684,1000,84.11
4502,104.24114,30.56265,1000,83.38
4503,104.24114,30.5896,1000,86.1
4504,104.24114,30.688415,1000,88.26
4505,104.24114,30.78723,1000,88.65
4506,104.24114,30.841129,1000,86.81
4507,104.24114,30.850113,1000,87.07
4508,104.24114,30.921979,1000,91.82
4509,104.24114,30.957912,1000,92.62
4510,104.355629,30.472818,1000,92.05
4511,104.355629,30.508751,1000,92.36
4512,104.355629,30.616549,1000,92.31
4513,104.355629,30.769264,1000,91.49
4514,104.355629,30.832146,1000,94.25
4515,104.355629,30.868079,1000,91.69
4516,104.355629,30.921979,1000,92.2
4517,104.313996,30.751297,1000,88.12
4518,104.313996,30.778247,1000,92.05
4519,104.313996,30.877062,1000,88.56
4520,104.313996,30.921979,1000,89.86
4521,104.324403,30.365021,1000,87.18
4522,104.324403,30.571633,1000,90.96
4523,104.324403,30.742314,1000,87.42
4524,104.324403,30.76028,1000,89.27
4525,104.324403,30.769264,1000,90.94
4526,104.324403,30.912995,1000,90.26
4527,104.334812,30.374004,1000,86.07
4528,104.334812,30.409936,1000,86.28
4529,104.334812,30.445869,1000,89.11
4530,104.334812,30.607566,1000,92.21
4531,104.334812,30.859096,1000,90.4
4532,104.334812,30.868079,1000,89.98
4533,104.334812,30.948929,1000,90.71
4534,104.345221,30.365021,1000,86.39
4535,104.345221,30.553667,1000,92.58
4536,104.345221,30.607566,1000,92.16
4537,104.345221,30.661465,1000,94.3
4538,104.345221,30.697398,1000,91.96
4539,104.345221,30.778247,1000,93.46
4540,104.345221,30.81418,1000,95.81
4541,103.835227,30.365021,1000,82.27
4542,103.835227,30.481802,1000,92.43
4543,103.835227,30.544684,1000,93.72
4544,103.835227,30.616549,1000,95
4545,103.835227,30.697398,1000,88.93
4546,103.835227,30.76028,1000,90.62
4547,103.835227,30.895029,1000,97.59
4548,103.835227,30.904012,1000,97.51
4549,103.835227,30.912995,1000,97.37
4550,103.835227,30.948929,1000,95.44
4551,103.845634,30.365021,1000,82.74
4552,103.845634,30.56265,1000,92.96
4553,103.845634,30.598583,1000,95.4
4554,103.845634,30.607566,1000,95.18
4555,103.845634,30.670448,1000,89.05
4556,103.845634,30.724348,1000,89.08
4557,103.845634,30.904012,1000,97.35
4558,103.845634,30.921979,1000,96.83
4559,103.856043,30.454852,1000,89.93
4560,103.856043,30.481802,1000,93.08
4561,103.856043,30.616549,1000,93.58
4562,103.856043,30.679432,1000,87.96
4563,103.856043,30.733331,1000,88.99
4564,103.856043,30.78723,1000,93.1
4565,103.856043,30.939945,1000,95.57
4566,103.866451,30.526717,1000,90.44
4567,103.866451,30.661465,1000,88.21
4568,103.866451,30.670448,1000,87.25
4569,103.866451,30.769264,1000,90.37
4570,103.866451,30.78723,1000,92.16
4571,103.866451,30.832146,1000,95.66
4572,103.866451,30.886046,1000,97.01
4573,103.876859,30.409936,1000,85.16
4574,103.876859,30.41892,1000,86.15
4575,103.876859,30.56265,1000,87.8
4576,103.783187,30.706381,1000,94.87
4577,103.783187,30.742314,1000,92.02
4578,103.783187,30.751297,1000,91.33
4579,103.783187,30.823163,1000,98.25
4580,103.783187,30.832146,1000,98.9
4581,103.783187,30.841129,1000,99.23
4582,103.783187,30.877062,1000,99.01
4583,103.783187,30.948929,1000,96.11
4584,103.793595,30.347054,1000,74.8
4585,103.793595,30.400953,1000,84.05
4586,103.793595,30.634515,1000,94.13
4587,103.793595,30.724348,1000,93.51
4588,103.804003,30.347054,1000,75.98
4589,103.804003,30.571633,1000,96.52
4590,103.804003,30.607566,1000,95.37
4591,103.804003,30.706381,1000,93.07
4592,103.804003,30.715364,1000,93.07
4593,103.804003,30.823163,1000,97.83
4594,103.804003,30.877062,1000,98.59
4595,103.804003,30.957912,1000,95.48
4596,103.814411,30.526717,1000,94.86
4597,103.814411,30.571633,1000,95.99
4598,103.814411,30.625532,1000,94.87
4599,103.814411,30.939945,1000,96.22
4600,103.824818,30.338071,1000,78.64
4601,103.824818,30.382987,1000,82.28
4602,103.824818,30.39197,1000,83.25
4603,103.824818,30.490785,1000,93.1
4604,103.824818,30.517734,1000,94.18
4605,103.824818,30.580616,1000,95.8
4606,103.824818,30.724348,1000,90.58
4607,103.824818,30.805196,1000,95.27
4608,103.824818,30.930962,1000,96.63
4609,104.147468,30.481802,1000,87.62
4610,104.147468,30.553667,1000,84.63
4611,104.147468,30.598583,1000,84.96
4612,104.147468,30.634515,1000,82.23
4613,104.147468,30.778247,1000,90.05
4614,104.147468,30.868079,1000,97.04
4615,104.157875,30.365021,1000,94.61
4616,104.157875,30.374004,1000,94.25
4617,104.157875,30.436886,1000,91.21
4618,104.157875,30.526717,1000,83.94
4619,104.157875,30.616549,1000,83.64
4620,104.157875,30.634515,1000,82.92
4621,104.157875,30.724348,1000,89.9
4622,104.157875,30.948929,1000,95.63
4623,104.168284,30.356037,1000,95.73
4624,104.168284,30.580616,1000,86.32
4625,104.168284,30.670448,1000,84.66
4626,104.168284,30.706381,1000,89.51
4627,104.168284,30.751297,1000,90.19
4628,104.168284,30.832146,1000,92.03
4629,104.168284,30.877062,1000,95.77
4630,104.168284,30.912995,1000,95.16
4631,104.178692,30.481802,1000,87.85
4632,104.438893,30.895029,1000,95.76
4633,104.4493,30.39197,1000,92.02
4634,104.4493,30.481802,1000,88.89
4635,104.4493,30.652482,1000,87.62
4636,104.4493,30.697398,1000,91.11
4637,104.4493,30.957912,1000,96.69
4638,104.251548,30.481802,1000,88.77
4639,104.251548,30.508751,1000,87.33
4640,104.251548,30.688415,1000,88.96
4641,104.251548,30.81418,1000,88.07
4642,104.251548,30.912995,1000,90.53
4643,104.251548,30.930962,1000,91.62
4644,104.251548,30.957912,1000,92.12
4645,104.261956,30.643499,1000,93.3
4646,104.261956,30.751297,1000,88.21
4647,104.261956,30.778247,1000,89.94
4648,104.261956,30.859096,1000,87.09
4649,104.272364,30.374004,1000,89.46
4650,104.272364,30.39197,1000,87.88
4651,104.272364,30.409936,1000,87.23
4652,104.272364,30.445869,1000,87.9
4653,104.272364,30.535701,1000,88.32
4654,104.272364,30.544684,1000,87.7
4655,104.272364,30.598583,1000,89.99
4656,104.272364,30.643499,1000,94.33
4657,104.272364,30.697398,1000,88.4
4658,104.272364,30.769264,1000,89.71
4659,104.272364,30.823163,1000,88.47
4660,104.272364,30.859096,1000,86.8
4661,104.272364,30.895029,1000,87.48
4662,104.272364,30.912995,1000,89.09
4663,104.282772,30.365021,1000,89.63
4664,104.282772,30.463835,1000,89.34
4665,104.282772,30.607566,1000,91.86
4666,104.282772,30.823163,1000,89.3
4667,104.29318,30.400953,1000,86.54
4668,104.29318,30.427903,1000,86.49
4669,104.29318,30.436886,1000,87.66
4670,104.29318,30.526717,1000,90.16
4671,104.29318,30.796213,1000,91.37
4672,104.303587,30.454852,1000,89.01
4673,104.303587,30.571633,1000,89.57
4674,104.303587,30.78723,1000,92.01
4675,104.303587,30.823163,1000,91.2
4676,104.303587,30.841129,1000,89.28
4677,104.303587,30.859096,1000,87.94
4678,104.303587,30.895029,1000,88.48
4679,104.303587,30.957912,1000,90.13
4680,104.313996,30.356037,1000,88.52
4681,104.116244,30.841129,1000,96.73
4682,104.116244,30.912995,1000,96.75
4683,104.116244,30.930962,1000,95.98
4684,104.126652,30.535701,1000,84.03
4685,104.126652,30.607566,1000,83.38
4686,104.126652,30.742314,1000,87.91
4687,104.126652,30.823163,1000,94.03
4688,104.137059,30.347054,1000,93.93
4689,104.137059,30.544684,1000,84.32
4690,104.137059,30.553667,1000,84.77
4691,104.137059,30.571633,1000,85.6
4692,104.137059,30.607566,1000,83.67
4693,104.137059,30.670448,1000,82.47
4694,104.137059,30.679432,1000,84.18
4695,104.137059,30.724348,1000,89.06
4696,104.137059,30.81418,1000,92.59
4697,104.137059,30.823163,1000,93.43
4698,104.137059,30.930962,1000,96.03
4699,103.731147,30.41892,1000,87.3
4700,103.731147,30.427903,1000,88.29
4701,103.731147,30.607566,1000,92.52
4702,103.731147,30.643499,1000,93.76
4703,103.731147,30.724348,1000,96.65
4704,103.731147,30.76028,1000,93.83
4705,103.731147,30.868079,1000,98.64
4706,103.731147,30.930962,1000,95.99
4707,103.741555,30.508751,1000,93.74
4708,103.741555,30.5896,1000,93.43
4709,103.741555,30.598583,1000,92.95
4710,103.741555,30.733331,1000,95.17
4711,103.741555,30.751297,1000,93.48
4712,103.741555,30.796213,1000,95.1
4713,103.741555,30.868079,1000,98.82
4714,103.741555,30.930962,1000,96.15
4715,103.751962,30.338071,1000,75.33
4716,103.751962,30.356037,1000,75.05
4717,103.751962,30.445869,1000,89.13
4718,103.751962,30.490785,1000,92.18
4719,103.751962,30.733331,1000,94.55
4720,103.751962,30.76028,1000,91.9
4721,103.751962,30.877062,1000,98.65
4722,103.762371,30.347054,1000,73.52
4723,103.762371,30.400953,1000,84.56
4724,103.762371,30.463835,1000,90.39
4725,103.762371,30.490785,1000,92.42
4726,103.762371,30.571633,1000,96.54
4727,103.762371,30.679432,1000,95.87
4728,103.762371,30.697398,1000,96.37
4729,103.762371,30.78723,1000,94.55
4730,103.762371,30.957912,1000,95.61
4731,103.772779,30.445869,1000,89.17
4732,103.772779,30.472818,1000,91.03
4733,103.772779,30.580616,1000,95.54
4734,103.772779,30.688415,1000,95.8
4735,103.772779,30.796213,1000,94.64
4736,103.772779,30.832146,1000,98.91
4737,103.772779,30.868079,1000,99.32
4738,103.783187,30.400953,1000,84.11
4739,103.783187,30.41892,1000,87.33
4740,103.783187,30.436886,1000,89.1
4741,103.783187,30.499768,1000,93.48
4742,103.783187,30.508751,1000,94.32
4743,103.783187,30.517734,1000,95.14
4744,103.783187,30.553667,1000,97.1
4745,103.783187,30.598583,1000,94.9
4746,104.366037,30.400953,1000,86.04
4747,104.366037,30.535701,1000,92.39
4748,104.366037,30.571633,1000,92.16
4749,104.366037,30.742314,1000,88.49
4750,104.366037,30.751297,1000,88.76
4751,104.376444,30.347054,1000,87.25
4752,104.376444,30.409936,1000,87.4
4753,104.376444,30.616549,1000,91.52
4754,104.376444,30.751297,1000,89.18
4755,104.376444,30.850113,1000,93.61
4756,104.386853,30.347054,1000,87.43
4757,104.386853,30.580616,1000,91.44
4758,104.386853,30.625532,1000,91.06
4759,104.386853,30.823163,1000,94.98
4760,104.386853,30.948929,1000,94.43
4761,104.397261,30.382987,1000,87.12
4762,104.397261,30.445869,1000,89.15
4763,104.397261,30.535701,1000,90.74
4764,104.397261,30.724348,1000,92.62
4765,104.397261,30.78723,1000,94.28
4766,104.407669,30.580616,1000,90.78
4767,104.407669,30.688415,1000,92.64
4768,104.407669,30.832146,1000,93.51
4769,104.407669,30.886046,1000,95.12
4770,104.418077,30.338071,1000,89.32
4771,104.418077,30.365021,1000,89.11
4772,104.418077,30.400953,1000,89.31
4773,104.418077,30.508751,1000,89.77
4774,104.418077,30.553667,1000,90.59
4775,104.418077,30.634515,1000,89.58
4776,104.418077,30.643499,1000,89.91
4777,104.418077,30.706381,1000,92.95
4778,104.428485,30.347054,1000,89.93
4779,104.428485,30.374004,1000,90.1
4780,104.428485,30.41892,1000,90.12
4781,104.428485,30.5896,1000,89.61
4782,104.428485,30.607566,1000,89.1
4783,104.428485,30.697398,1000,92.14
4784,104.428485,30.778247,1000,92.83
4785,104.428485,30.81418,1000,92.83
4786,104.438893,30.508751,1000,89.15
4787,104.438893,30.517734,1000,89.3
4788,104.438893,30.526717,1000,89.62
4789,104.438893,30.571633,1000,89.62
4790,104.438893,30.643499,1000,88.3
4791,104.438893,30.661465,1000,88.85
4792,103.960123,30.670448,1000,82.71
4793,103.960123,30.724348,1000,86.15
4794,103.960123,30.778247,1000,91.22
4795,103.960123,30.868079,1000,97.35
4796,103.970531,30.39197,1000,83.56
4797,103.970531,30.499768,1000,84.27
4798,103.970531,30.607566,1000,83.72
4799,103.970531,30.625532,1000,83.81
4800,103.970531,30.643499,1000,84.12
4801,103.970531,30.652482,1000,84.22
4802,103.970531,30.778247,1000,91.95
4803,103.970531,30.868079,1000,97.35
4804,103.970531,30.886046,1000,96.58
4805,103.980939,30.472818,1000,83.31
4806,103.980939,30.517734,1000,84.91
4807,103.980939,30.535701,1000,85.26
4808,103.980939,30.5896,1000,83.43
4809,103.980939,30.688415,1000,83.8
4810,103.980939,30.706381,1000,85.21
4811,103.980939,30.832146,1000,96.22
4812,103.980939,30.868079,1000,97.19
4813,103.991346,30.490785,1000,82.39
4814,103.991346,30.544684,1000,85.28
4815,103.991346,30.715364,1000,85.08
4816,103.991346,30.769264,1000,90.79
4817,103.991346,30.778247,1000,92.32
4818,103.991346,30.796213,1000,93.18
4819,103.991346,30.886046,1000,96.09
4820,103.991346,30.948929,1000,88.11
4821,103.991346,30.957912,1000,88.73
4822,104.001755,30.365021,1000,82.62
4823,104.001755,30.463835,1000,81.15
4824,104.001755,30.526717,1000,84.46
4825,104.001755,30.553667,1000,84.4
4826,104.001755,30.904012,1000,93.02
4827,104.012162,30.39197,1000,82.89
4828,104.012162,30.436886,1000,81.61
4829,104.012162,30.445869,1000,81.61
4830,104.012162,30.661465,1000,83.53
4831,104.022571,30.445869,1000,81.49
4832,104.022571,30.454852,1000,80.7
4833,104.022571,30.526717,1000,82.92
4834,104.022571,30.544684,1000,83.56
4835,104.022571,30.607566,1000,83.11
4836,104.022571,30.616549,1000,83.05
4837,104.022571,30.625532,1000,83.05
4838,104.022571,30.634515,1000,83.11
4839,104.022571,30.697398,1000,83.66
4840,104.022571,30.841129,1000,97.03
4841,104.022571,30.850113,1000,97.24
4842,104.022571,30.886046,1000,95.32
4843,104.022571,30.904012,1000,92.81
4844,104.022571,30.921979,1000,90.54
4845,104.022571,30.939945,1000,89.19
4846,104.022571,30.957912,1000,89.76
4847,104.032979,30.445869,1000,81.29
4848,104.032979,30.571633,1000,83.24
4849,104.032979,30.78723,1000,92.19
4850,104.032979,30.886046,1000,95.27
4851,103.876859,30.733331,1000,88.06
4852,103.876859,30.78723,1000,91.41
4853,103.876859,30.81418,1000,93.67
4854,103.876859,30.841129,1000,95.93
4855,103.887267,30.365021,1000,82.94
4856,103.887267,30.56265,1000,86.52
4857,103.887267,30.5896,1000,89.31
4858,103.887267,30.742314,1000,88.33
4859,103.897674,30.39197,1000,83.86
4860,103.897674,30.427903,1000,86.71
4861,103.897674,30.805196,1000,91.25
4862,103.897674,30.859096,1000,96.62
4863,103.897674,30.939945,1000,92.97
4864,103.908083,30.508751,1000,89.3
4865,103.908083,30.535701,1000,87.51
4866,103.908083,30.616549,1000,87.54
4867,103.908083,30.652482,1000,86.32
4868,103.908083,30.661465,1000,85.78
4869,103.908083,30.850113,1000,96.19
4870,103.908083,30.877062,1000,96.62
4871,103.908083,30.886046,1000,96.62
4872,103.908083,30.939945,1000,91.96
4873,103.91849,30.5896,1000,86.54
4874,103.91849,30.670448,1000,84.8
4875,103.91849,30.706381,1000,86.07
4876,103.91849,30.742314,1000,87.53
4877,103.91849,30.769264,1000,88.15
4878,103.928899,30.436886,1000,86.39
4879,103.928899,30.526717,1000,86.66
4880,103.928899,30.56265,1000,85.2
4881,103.928899,30.607566,1000,85.93
4882,103.928899,30.688415,1000,84.85
4883,103.928899,30.841129,1000,95.45
4884,103.928899,30.850113,1000,96.21
4885,103.928899,30.921979,1000,91.88
4886,103.939307,30.670448,1000,83.81
4887,103.939307,30.697398,1000,85.14
4888,103.949715,30.436886,1000,85.03
4889,103.949715,30.499768,1000,86.34
4890,103.949715,30.526717,1000,86.18
4891,103.949715,30.535701,1000,86.18
4892,103.949715,30.56265,1000,85.03
4893,103.949715,30.571633,1000,84.81
4894,103.949715,30.5896,1000,84.64
4895,103.949715,30.823163,1000,94.24
4896,103.949715,30.886046,1000,96.58
4897,103.949715,30.912995,1000,92.31
4898,103.960123,30.356037,1000,83.51
4899,103.960123,30.427903,1000,84.12
4900,104.194303,30.764772,1000,89.76
4901,104.215119,30.441384,1000,90.15
4902,104.215119,30.854602,1000,90.1
4903,104.235935,30.746806,1000,89.32
4904,104.256751,30.441384,1000,88.16
4905,104.256751,30.45935,1000,88.89
4906,104.298383,30.9085,1000,89.33
4907,104.340015,30.72884,1000,88.51
4908,104.340015,30.9085,1000,91.53
4909,104.360831,30.81867,1000,95.28
4910,104.360831,30.9085,1000,93.06
4911,104.402463,30.72884,1000,91.84
4912,104.402463,30.764772,1000,90.86
4913,104.464911,30.656976,1000,87.16
4914,104.464911,30.782738,1000,91.84
4915,104.048591,30.315622,1000,91.44
4916,104.048591,30.405452,1000,84.1
4917,103.923695,30.351554,1000,83.2
4918,103.923695,30.405452,1000,84.09
4919,103.923695,30.782738,1000,88.26
4920,103.944511,30.477316,1000,87.71
4921,103.944511,30.621044,1000,85.22
4922,103.944511,30.656976,1000,84.33
4923,103.944511,30.710874,1000,85.77
4924,103.944511,30.9085,1000,92.72
4925,103.965327,30.387486,1000,83.66
4926,103.965327,30.764772,1000,88.74
4927,103.965327,30.854602,1000,96.97
4928,103.986143,30.333588,1000,86.22
4929,103.986143,30.423418,1000,83.41
4930,103.986143,30.72884,1000,86.56
4931,104.006959,30.315622,1000,91.48
4932,104.006959,30.495282,1000,80.98
4933,104.006959,30.585112,1000,83.03
4934,104.006959,30.81867,1000,95.94
4935,104.027775,30.387486,1000,82.99
4936,104.027775,30.513248,1000,80.87
4937,104.027775,30.944432,1000,89.89
4938,104.048591,30.45935,1000,80.97
4939,104.048591,30.513248,1000,80.37
4940,104.048591,30.746806,1000,87.79
4941,104.048591,30.782738,1000,90.34
4942,104.048591,30.836636,1000,97.02
4943,104.048591,30.872568,1000,96.81
4944,104.069407,30.261724,1000,97.68
4945,104.090223,30.27969,1000,96.36
4946,104.090223,30.423418,1000,87.93
4947,104.090223,30.854602,1000,97.48
4948,104.111039,30.243758,1000,95.73
4949,104.111039,30.27969,1000,96.09
4950,104.111039,30.387486,1000,89.53
4951,104.111039,30.872568,1000,98.07
4952,104.131855,30.45935,1000,88.16
4953,104.131855,30.782738,1000,90.54
4954,104.131855,30.854602,1000,97.39
4955,104.131855,30.890534,1000,97.18
4956,104.152671,30.513248,1000,84.92
4957,103.694719,30.890534,1000,97.13
4958,103.715535,30.854602,1000,98.69
4959,103.736351,30.81867,1000,97.9
4960,103.757167,30.72884,1000,93.94
4961,103.777983,30.656976,1000,93.94
4962,103.777983,30.674942,1000,94.05
4963,103.777983,30.782738,1000,93.16
4964,103.777983,30.926466,1000,96.92
4965,103.798799,30.782738,1000,92.79
4966,103.798799,30.800704,1000,95.77
4967,103.798799,30.890534,1000,98.39
4968,103.819615,30.63901,1000,93.11
4969,103.819615,30.692908,1000,90.09
4970,103.819615,30.890534,1000,97.85
4971,103.819615,30.944432,1000,96.13
4972,103.840431,30.567146,1000,93.67
4973,103.861247,30.81867,1000,95.51
4974,103.861247,30.854602,1000,96.83
4975,103.882063,30.926466,1000,94.84
4976,103.902879,30.513248,1000,90.01
4977,104.194303,30.495282,1000,86.73
4978,104.194303,30.513248,1000,84.36
4979,104.194303,30.872568,1000,94.08
4980,104.215119,30.477316,1000,87.91
4981,104.215119,30.764772,1000,89.89
4982,104.215119,30.800704,1000,87.74
4983,104.215119,30.81867,1000,87.29
4984,104.235935,30.800704,1000,87.92
4985,104.235935,30.836636,1000,87.48
4986,104.235935,30.890534,1000,90.72
4987,104.256751,30.423418,1000,87.82
4988,104.256751,30.854602,1000,86.89
4989,104.256751,30.9085,1000,89.81
4990,104.277567,30.710874,1000,86.97
4991,104.277567,30.72884,1000,86.15
4992,104.277567,30.800704,1000,90.64
4993,104.277567,30.81867,1000,89.3
4994,104.298383,30.782738,1000,91.6
4995,104.298383,30.890534,1000,88.48
4996,104.319199,30.782738,1000,92.52
4997,104.319199,30.890534,1000,89.88
4998,104.340015,30.81867,1000,94.92
4999,104.340015,30.836636,1000,92.76
5000,104.360831,30.710874,1000,91.49
5001,104.381647,30.890534,1000,94.53
5002,104.048591,30.351554,1000,85.22
5003,103.923695,30.423418,1000,85.31
5004,103.923695,30.63901,1000,86.06
5005,103.923695,30.854602,1000,96.2
5006,103.923695,30.9085,1000,93.84
5007,103.944511,30.315622,1000,88.85
5008,103.944511,30.782738,1000,88.87
5009,103.965327,30.782738,1000,91.22
5010,103.986143,30.297656,1000,93.43
5011,103.986143,30.315622,1000,90.8
5012,103.986143,30.513248,1000,84.29
5013,103.986143,30.890534,1000,95.47
5014,103.986143,30.9085,1000,91.56
5015,104.006959,30.261724,1000,98.84
5016,104.027775,30.27969,1000,98.61
5017,104.027775,30.45935,1000,79.97
5018,104.027775,30.567146,1000,83.24
